0.007900 -5954.465786 
0.023700 -1983.050188 
0.039500 -1187.706290 
0.055300 -846.090159 
0.071100 -655.720394 
0.086900 -534.103097 
0.102700 -449.510717 
0.118500 -387.137818 
0.134300 -339.146894 
0.150100 -301.001036 
0.165900 -269.892220 
0.181700 -243.989612 
0.197500 -222.048694 
0.213300 -203.194104 
0.229100 -186.792336 
0.244900 -172.373717 
0.260700 -159.582755 
0.276500 -148.145501 
0.292300 -137.847503 
0.308100 -128.518535 
0.323900 -120.021792 
0.339700 -112.246099 
0.355500 -105.100188 
0.371300 -98.508452 
0.387100 -92.407717 
0.402900 -86.744783 
0.418700 -81.474511 
0.434500 -76.558333 
0.450300 -71.963076 
0.466100 -67.660026 
0.481900 -63.624174 
0.497700 -59.833615 
0.513500 -56.269049 
0.529300 -52.913378 
0.545100 -49.751378 
0.560900 -46.769429 
0.576700 -43.955287 
0.592500 -41.297900 
0.608300 -38.787245 
0.624100 -36.414208 
0.639900 -34.170460 
0.655700 -32.048373 
0.671500 -30.040938 
0.687300 -28.141692 
0.703100 -26.344673 
0.718900 -24.644353 
0.734700 -23.035606 
0.750500 -21.513664 
0.766300 -20.074083 
0.782100 -18.712715 
0.797900 -17.425680 
0.813700 -16.209342 
0.829500 -15.060290 
0.845300 -13.975314 
0.861100 -12.951394 
0.876900 -11.985683 
0.892700 -11.075492 
0.908500 -10.218277 
0.924300 -9.411627 
0.940100 -8.653253 
0.955900 -7.940976 
0.971700 -7.272725 
0.987500 -6.646521 
1.003300 -6.060475 
1.019100 -5.512778 
1.034900 -5.001694 
1.050700 -4.525559 
1.066500 -4.082771 
1.082300 -3.671788 
1.098100 -3.291119 
1.113900 -2.939328 
1.129700 -2.615020 
1.145500 -2.316846 
1.161300 -2.043493 
1.177100 -1.793684 
1.192900 -1.566178 
1.208700 -1.359759 
1.224500 -1.173242 
1.240300 -1.005465 
1.256100 -0.855292 
1.271900 -0.721609 
1.287700 -0.603329 
1.303500 -0.499380 
1.319300 -0.408714 
1.335100 -0.330301 
1.350900 -0.263132 
1.366700 -0.206218 
1.382500 -0.158592 
1.398300 -0.119314 
1.414100 -0.087464 
1.429900 -0.062155 
1.445700 -0.042527 
1.461500 -0.027754 
1.477300 -0.017048 
1.493100 -0.009663 
1.508900 -0.004897 
1.524700 -0.002100 
1.540500 -0.000685 
1.556300 -0.000131 
1.572100 -0.000010 
