0.007900 21.213064 
0.023700 7.061119 
0.039500 4.224789 
0.055300 3.004975 
0.071100 2.324000 
0.086900 1.887952 
0.102700 1.583788 
0.118500 1.358754 
0.134300 1.184922 
0.150100 1.046124 
0.165900 0.932351 
0.181700 0.837076 
0.197500 0.755862 
0.213300 0.685588 
0.229100 0.623997 
0.244900 0.569415 
0.260700 0.520579 
0.276500 0.476517 
0.292300 0.436476 
0.308100 0.399859 
0.323900 0.366198 
0.339700 0.335117 
0.355500 0.306316 
0.371300 0.279553 
0.387100 0.254632 
0.402900 0.231401 
0.418700 0.209735 
0.434500 0.189536 
0.450300 0.170719 
0.466100 0.153220 
0.481900 0.136979 
0.497700 0.121944 
0.513500 0.108072 
0.529300 0.095318 
0.545100 0.083641 
0.560900 0.072994 
0.576700 0.063334 
0.592500 0.054613 
0.608300 0.046783 
0.624100 0.039793 
0.639900 0.033590 
0.655700 0.028124 
0.671500 0.023340 
0.687300 0.019184 
0.703100 0.015602 
0.718900 0.012542 
0.734700 0.009953 
0.750500 0.007786 
0.766300 0.005992 
0.782100 0.004528 
0.797900 0.003349 
0.813700 0.002417 
0.829500 0.001695 
0.845300 0.001149 
0.861100 0.000747 
0.876900 0.000461 
0.892700 0.000266 
0.908500 0.000141 
0.924300 0.000066 
0.940100 0.000026 
0.955900 0.000008 
0.971700 0.000001 
0.987500 0.000000 
