0.007900 2.442538 
0.023700 2.438678 
0.039500 2.430958 
0.055300 2.419378 
0.071100 2.403938 
0.086900 2.384642 
0.102700 2.361488 
0.118500 2.334478 
0.134300 2.303612 
0.150100 2.268898 
0.165900 2.230338 
0.181700 2.187956 
0.197500 2.141762 
0.213300 2.091793 
0.229100 2.038104 
0.244900 1.980751 
0.260700 1.919830 
0.276500 1.855453 
0.292300 1.787803 
0.308100 1.717051 
0.323900 1.643473 
0.339700 1.567382 
0.355500 1.489123 
0.371300 1.409108 
0.387100 1.327754 
0.402900 1.245579 
0.418700 1.163104 
0.434500 1.080892 
0.450300 0.999485 
0.466100 0.919437 
0.481900 0.841264 
0.497700 0.765453 
0.513500 0.692469 
0.529300 0.622720 
0.545100 0.556540 
0.560900 0.494194 
0.576700 0.435895 
0.592500 0.381777 
0.608300 0.331923 
0.624100 0.286345 
0.639900 0.244982 
0.655700 0.207777 
0.671500 0.174568 
0.687300 0.145187 
0.703100 0.119424 
0.718900 0.097056 
0.734700 0.077837 
0.750500 0.061505 
0.766300 0.047802 
0.782100 0.036462 
0.797900 0.027218 
0.813700 0.019822 
0.829500 0.014020 
0.845300 0.009580 
0.861100 0.006277 
0.876900 0.003903 
0.892700 0.002272 
0.908500 0.001211 
0.924300 0.000572 
0.940100 0.000226 
0.955900 0.000067 
0.971700 0.000011 
0.987500 0.000000 
