11. 		1
160.		0
0.0162	1
194.4		1
112000.	0
0.222		1
10.2		1
14.6		0
27.0		1
140.5		0
0.17		1
10.2		1
14.6		0
2391.		1
160.		0
0.347		1
0.48		1
1344.		1
1060.		0
0.714		1
3540.		1
3160.		0
1500.		1
250000.	0
0.0078	1
50.			0
1.6e-03	1
1.3e-05 1
39.			1
3190.		0
6.6e-07 1
0.56		0
0.1			0
